"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
373,"2020-03-01 00:37:19.0680","2020-03-01 00:43:32.7990",3727,"Frost St & Meeker Ave",40.71766197083994,-73.94880026578903,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,40216,"Subscriber",1966,1
249,"2020-03-01 00:37:23.4410","2020-03-01 00:41:32.5800",491,"E 24 St & Park Ave S",40.74096374,-73.98602213,2012,"E 27 St & 1 Ave",40.739445,-73.976806,15023,"Subscriber",1986,1
813,"2020-03-01 00:37:45.8290","2020-03-01 00:51:19.6180",388,"W 26 St & 10 Ave",40.749717753,-74.002950346,447,"8 Ave & W 52 St",40.76370739,-73.9851615,39728,"Subscriber",1991,1
286,"2020-03-01 00:37:51.5970","2020-03-01 00:42:37.6400",3502,"Lexington Ave & E 111 St",40.7954121,-73.9441232,3497,"Pleasant Ave & E 116 St",40.7949879,-73.9333349,34168,"Subscriber",1977,1
1280,"2020-03-01 00:38:08.6670","2020-03-01 00:59:28.8540",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,479,"9 Ave & W 45 St",40.76019252,-73.9912551,35618,"Subscriber",1993,1
407,"2020-03-01 00:38:22.9520","2020-03-01 00:45:10.5010",490,"8 Ave & W 33 St",40.751551,-73.993934,447,"8 Ave & W 52 St",40.76370739,-73.9851615,40318,"Subscriber",1993,1
661,"2020-03-01 00:38:31.1590","2020-03-01 00:49:32.8650",3746,"6 Ave & Broome St",40.724308321602166,-74.00473035871983,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,33799,"Subscriber",1991,1
339,"2020-03-01 00:39:05.3890","2020-03-01 00:44:44.9450",3827,"Halsey St & Broadway",40.68565,-73.91564,3832,"Central Ave & Weirfield St",40.69055,-73.91181,27815,"Subscriber",1975,1
1017,"2020-03-01 00:39:07.3740","2020-03-01 00:56:05.2730",3369,"E 82 St & East End Ave",40.7724607,-73.9468208,3671,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843,37155,"Customer",2002,1
1425,"2020-03-01 00:39:20.4460","2020-03-01 01:03:06.3780",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,39912,"Subscriber",1995,1
1140,"2020-03-01 00:39:22.0780","2020-03-01 00:58:22.3270",312,"Allen St & Stanton St",40.722055,-73.989111,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,38582,"Subscriber",1964,1
890,"2020-03-01 00:39:22.5380","2020-03-01 00:54:12.9660",500,"Broadway & W 51 St",40.76228826,-73.98336183,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,31955,"Customer",1969,0
1345,"2020-03-01 00:39:30.9990","2020-03-01 01:01:56.5220",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,3918,"Avenue D & E 8 St",40.72387,-73.975767,41200,"Subscriber",1995,1
233,"2020-03-01 00:39:31.2010","2020-03-01 00:43:24.8240",3420,"Douglass St & 3 Ave",40.6802133,-73.98432695,3420,"Douglass St & 3 Ave",40.6802133,-73.98432695,30478,"Subscriber",1992,1
866,"2020-03-01 00:39:36.9810","2020-03-01 00:54:03.0280",3369,"E 82 St & East End Ave",40.7724607,-73.9468208,3671,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843,27528,"Subscriber",2002,1
989,"2020-03-01 00:40:00.1660","2020-03-01 00:56:30.1480",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,499,"Broadway & W 60 St",40.76915505,-73.98191841,34228,"Customer",1999,1
359,"2020-03-01 00:40:02.6080","2020-03-01 00:46:02.5920",336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,29413,"Subscriber",1998,2
412,"2020-03-01 00:40:10.6580","2020-03-01 00:47:03.0470",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,40793,"Subscriber",1986,1
640,"2020-03-01 00:40:13.7260","2020-03-01 00:50:54.1060",3294,"E 91 St & Park Ave",40.7835016,-73.955327,3341,"Central Park West & W 102 St",40.795346,-73.96186,35203,"Subscriber",1968,1
972,"2020-03-01 00:40:17.1610","2020-03-01 00:56:29.6130",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,499,"Broadway & W 60 St",40.76915505,-73.98191841,18366,"Customer",2000,1
492,"2020-03-01 00:40:27.3060","2020-03-01 00:48:40.2190",330,"Reade St & Broadway",40.71450451,-74.00562789,309,"Murray St & West St",40.7149787,-74.013012,37858,"Subscriber",1975,1
236,"2020-03-01 00:40:47.3010","2020-03-01 00:44:43.7980",3318,"2 Ave & E 96 St",40.7839636,-73.9471673,3351,"E 102 St & 1 Ave",40.7869946,-73.94164802,38786,"Subscriber",1995,2
312,"2020-03-01 00:40:47.4620","2020-03-01 00:45:59.8320",3016,"Kent Ave & N 7 St",40.72036775298455,-73.96165072917938,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,41898,"Subscriber",1989,2
489,"2020-03-01 00:40:51.8480","2020-03-01 00:49:01.5190",3911,"Wyckoff St & Nevins St",40.683426,-73.984275,321,"Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,36587,"Subscriber",2002,1
210,"2020-03-01 00:40:56.0630","2020-03-01 00:44:26.0960",3510,"Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373,3529,"Lenox Ave & W 130 St",40.8107922,-73.9430681,39323,"Subscriber",1988,1
293,"2020-03-01 00:41:15.4840","2020-03-01 00:46:09.2820",312,"Allen St & Stanton St",40.722055,-73.989111,3435,"Grand St & Elizabeth St",40.718822,-73.99596,16290,"Subscriber",1990,1
220,"2020-03-01 00:41:37.2910","2020-03-01 00:45:18.2570",379,"W 31 St & 7 Ave",40.749156,-73.9916,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,28150,"Subscriber",1991,1
413,"2020-03-01 00:41:40.7040","2020-03-01 00:48:34.1420",3641,"Broadway & W 25 St",40.74286877312112,-73.98918628692627,505,"6 Ave & W 33 St",40.74901271,-73.98848395,39548,"Subscriber",1986,1
192,"2020-03-01 00:41:46.6060","2020-03-01 00:44:58.6310",146,"Hudson St & Reade St",40.71625008,-74.0091059,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,39880,"Subscriber",1990,1
250,"2020-03-01 00:41:58.0410","2020-03-01 00:46:08.3680",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,393,"E 5 St & Avenue C",40.72299208,-73.97995466,40299,"Subscriber",1982,1
120,"2020-03-01 00:42:01.7960","2020-03-01 00:44:01.9830",120,"Lexington Ave & Classon Ave",40.68676793,-73.95928168,289,"Monroe St & Classon Ave",40.6845683,-73.95881081,40613,"Subscriber",1938,2
266,"2020-03-01 00:42:32.1180","2020-03-01 00:46:58.5730",499,"Broadway & W 60 St",40.76915505,-73.98191841,422,"W 59 St & 10 Ave",40.770513,-73.988038,33952,"Subscriber",1973,1
553,"2020-03-01 00:42:35.6250","2020-03-01 00:51:48.6730",3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,33258,"Subscriber",1994,1
629,"2020-03-01 00:42:43.6460","2020-03-01 00:53:13.6240",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,3738,"Delancey St & Eldridge St",40.719383,-73.991479,27865,"Subscriber",1987,2
665,"2020-03-01 00:42:50.2730","2020-03-01 00:53:55.6990",195,"Liberty St & Broadway",40.70905623,-74.01043382,377,"6 Ave & Canal St",40.72243797,-74.00566443,41549,"Subscriber",1994,1
525,"2020-03-01 00:42:51.0220","2020-03-01 00:51:36.3620",3809,"W 55 St & 6 Ave",40.763189,-73.978434,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,41102,"Subscriber",1965,1
380,"2020-03-01 00:43:15.6310","2020-03-01 00:49:35.9550",3339,"Berkeley Pl & 6 Ave",40.6765304,-73.97846879,3574,"Prospect Pl & Underhill Ave",40.6769694,-73.96579,19327,"Subscriber",1987,1
588,"2020-03-01 00:43:16.5340","2020-03-01 00:53:04.7380",3837,"Broadway & Kosciuszko St",40.69329,-73.92852,3062,"Myrtle Ave & Marcy Ave",40.69539817,-73.94954908,15204,"Subscriber",1989,1
154,"2020-03-01 00:43:18.7300","2020-03-01 00:45:53.3570",317,"E 6 St & Avenue B",40.72453734,-73.98185424,3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,40375,"Subscriber",1995,1
565,"2020-03-01 00:43:28.9270","2020-03-01 00:52:54.2840",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,3738,"Delancey St & Eldridge St",40.719383,-73.991479,38271,"Subscriber",1987,1
238,"2020-03-01 00:43:30.8780","2020-03-01 00:47:29.3160",3440,"Fulton St & Adams St",40.692418292578466,-73.98949474096298,391,"Clark St & Henry St",40.69760127,-73.99344559,38037,"Subscriber",1994,1
1197,"2020-03-01 00:43:51.8710","2020-03-01 01:03:48.8970",3112,"Milton St & Franklin St",40.72906,-73.95779,3860,"Wilson Ave & Troutman St",40.70166,-73.92754,18871,"Subscriber",1888,0
351,"2020-03-01 00:44:09.7020","2020-03-01 00:50:01.5330",3507,"Park Ave & E 124 St",40.8045555,-73.9396861,3510,"Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373,41951,"Subscriber",1965,2
208,"2020-03-01 00:44:34.9520","2020-03-01 00:48:03.5680",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,504,"1 Ave & E 16 St",40.73221853,-73.98165557,17725,"Subscriber",1971,2
601,"2020-03-01 00:44:38.6420","2020-03-01 00:54:40.5720",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,28227,"Subscriber",1994,1
598,"2020-03-01 00:44:40.3240","2020-03-01 00:54:38.7070",500,"Broadway & W 51 St",40.76228826,-73.98336183,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,15249,"Customer",1969,0
1190,"2020-03-01 00:44:44.0380","2020-03-01 01:04:34.7360",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,3158,"W 63 St & Broadway",40.77163851,-73.98261428,36937,"Customer",1999,1
82,"2020-03-01 00:44:45.4180","2020-03-01 00:46:08.2810",3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,27458,"Subscriber",1968,1
327,"2020-03-01 00:44:59.1120","2020-03-01 00:50:26.6520",3372,"E 74 St & 1 Ave",40.7689738,-73.95482273,2022,"E 60 St & York Ave",40.759107,-73.959223,35157,"Subscriber",1995,2
218,"2020-03-01 00:45:08.5180","2020-03-01 00:48:47.4930",312,"Allen St & Stanton St",40.722055,-73.989111,361,"Allen St & Hester St",40.71605866,-73.99190759,38939,"Subscriber",1984,2
194,"2020-03-01 00:45:09.0540","2020-03-01 00:48:23.3240",3077,"Stagg St & Union Ave",40.70877084,-73.95095259,3454,"Leonard St & Maujer St",40.7103685423523,-73.94705951213837,34187,"Subscriber",1994,1
1252,"2020-03-01 00:45:27.4890","2020-03-01 01:06:20.0380",408,"Market St & Cherry St",40.71076228,-73.99400398,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,36540,"Subscriber",1998,1
239,"2020-03-01 00:46:01.1390","2020-03-01 00:50:00.3140",539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,31121,"Subscriber",1992,1
493,"2020-03-01 00:46:07.9990","2020-03-01 00:54:21.5090",490,"8 Ave & W 33 St",40.751551,-73.993934,423,"W 54 St & 9 Ave",40.76584941,-73.98690506,40478,"Subscriber",1997,1
1118,"2020-03-01 00:46:14.5790","2020-03-01 01:04:53.5280",3168,"Central Park West & W 85 St",40.78472675,-73.96961715,3168,"Central Park West & W 85 St",40.78472675,-73.96961715,27510,"Subscriber",1989,1
619,"2020-03-01 00:46:17.9420","2020-03-01 00:56:37.2090",3259,"9 Ave & W 28 St",40.74937024193277,-73.99923384189606,247,"Perry St & Bleecker St",40.73535398,-74.00483091,33887,"Subscriber",1968,1
81,"2020-03-01 00:46:18.2020","2020-03-01 00:47:39.3170",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,3172,"W 74 St & Columbus Ave",40.7785669,-73.97754961,29713,"Subscriber",1962,1
1028,"2020-03-01 00:46:19.2160","2020-03-01 01:03:28.1250",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3142,"1 Ave & E 62 St",40.7612274,-73.96094022,17940,"Customer",1969,0
759,"2020-03-01 00:46:22.5820","2020-03-01 00:59:01.6700",3671,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843,3671,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843,29190,"Subscriber",1995,1
257,"2020-03-01 00:46:31.1080","2020-03-01 00:50:49.0130",447,"8 Ave & W 52 St",40.76370739,-73.9851615,3158,"W 63 St & Broadway",40.77163851,-73.98261428,16538,"Subscriber",1989,1
484,"2020-03-01 00:46:41.7390","2020-03-01 00:54:46.4970",479,"9 Ave & W 45 St",40.76019252,-73.9912551,490,"8 Ave & W 33 St",40.751551,-73.993934,29926,"Subscriber",1992,1
927,"2020-03-01 00:46:44.8780","2020-03-01 01:02:12.1160",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,3641,"Broadway & W 25 St",40.74286877312112,-73.98918628692627,39694,"Customer",1969,0
1784,"2020-03-01 00:47:11.4180","2020-03-01 01:16:56.2860",2000,"Front St & Washington St",40.70255088,-73.98940236,3478,"2 Ave & 36 St",40.65708866668485,-74.00870203971863,36086,"Subscriber",1986,1
273,"2020-03-01 00:47:26.3740","2020-03-01 00:51:59.4630",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,335,"Washington Pl & Broadway",40.72903917,-73.99404649,28258,"Subscriber",1996,2
560,"2020-03-01 00:47:27.8550","2020-03-01 00:56:48.8070",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,545,"E 23 St & 1 Ave",40.736502,-73.97809472,30671,"Subscriber",1983,1
550,"2020-03-01 00:47:32.6040","2020-03-01 00:56:42.8940",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,545,"E 23 St & 1 Ave",40.736502,-73.97809472,40210,"Subscriber",1982,2
808,"2020-03-01 00:47:35.4430","2020-03-01 01:01:04.2950",3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,3599,"Franklin Ave & Empire Blvd",40.66314,-73.9605695,15209,"Subscriber",1968,1
1163,"2020-03-01 00:47:38.5780","2020-03-01 01:07:01.5790",249,"Harrison St & Hudson St",40.71870987,-74.0090009,460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,36755,"Subscriber",1988,1
210,"2020-03-01 00:47:50.6700","2020-03-01 00:51:21.4380",459,"W 20 St & 11 Ave",40.746745,-74.007756,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,40755,"Subscriber",1969,0
156,"2020-03-01 00:48:07.4850","2020-03-01 00:50:43.7370",486,"Broadway & W 29 St",40.7462009,-73.98855723,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,38980,"Subscriber",1965,1
693,"2020-03-01 00:48:12.1500","2020-03-01 00:59:45.7830",354,"Emerson Pl & Myrtle Ave",40.69363137,-73.96223558,3241,"Monroe St & Tompkins Ave",40.686203,-73.944694,40765,"Customer",1969,0
253,"2020-03-01 00:48:13.4950","2020-03-01 00:52:27.4550",3177,"W 84 St & Broadway",40.7867947,-73.977112,3168,"Central Park West & W 85 St",40.78472675,-73.96961715,15490,"Subscriber",1965,2
658,"2020-03-01 00:48:23.7720","2020-03-01 00:59:22.1050",3785,"W 42 St & 6 Ave",40.75492,-73.98455,3699,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373,19610,"Customer",1963,1
102694,"2020-03-01 00:48:29.2600","2020-03-02 05:20:03.8220",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,400,"Pitt St & Stanton St",40.71926081,-73.98178024,41702,"Subscriber",1995,1
340,"2020-03-01 00:48:32.1090","2020-03-01 00:54:13.0420",3917,"Willoughby St & Ashland Pl",40.69178,-73.97877,366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896,19692,"Subscriber",1984,1
374,"2020-03-01 00:48:48.2340","2020-03-01 00:55:02.6900",3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,471,"Grand St & Havemeyer St",40.71286844,-73.95698119,34137,"Subscriber",1991,1
1290,"2020-03-01 00:48:57.1410","2020-03-01 01:10:27.9460",304,"Broadway & Battery Pl",40.70463334,-74.01361706,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,18065,"Customer",1969,0
525,"2020-03-01 00:49:12.9980","2020-03-01 00:57:58.1030",309,"Murray St & West St",40.7149787,-74.013012,309,"Murray St & West St",40.7149787,-74.013012,40110,"Subscriber",1975,1
389,"2020-03-01 00:49:26.3040","2020-03-01 00:55:55.8900",3518,"Lenox Ave & W 126 St",40.808442,-73.9452087,3534,"Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,33740,"Subscriber",1977,1
280,"2020-03-01 00:49:29.5880","2020-03-01 00:54:09.7880",3504,"E 123 St & Lexington Ave",40.8029263,-73.9379,3491,"E 118 St & 1 Ave",40.79747,-73.93504,19613,"Subscriber",1995,2
312,"2020-03-01 00:50:11.2450","2020-03-01 00:55:23.3070",3731,"W 47 St & 6 Ave",40.758397,-73.98255,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,16348,"Subscriber",1980,1
692,"2020-03-01 00:50:17.6330","2020-03-01 01:01:49.9920",305,"E 58 St & 3 Ave",40.76095756,-73.96724467,3131,"E 68 St & 3 Ave",40.76712840349542,-73.96224617958069,41270,"Subscriber",1999,2
597,"2020-03-01 00:50:22.7650","2020-03-01 01:00:20.2710",3242,"Schermerhorn St & Court St",40.69102925677968,-73.99183362722397,3389,"Carroll St & Columbia St",40.6830456,-74.00348559,30287,"Subscriber",1977,2
2165,"2020-03-01 00:50:29.4600","2020-03-01 01:26:34.7780",2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,36387,"Subscriber",1999,1
298,"2020-03-01 00:50:36.7690","2020-03-01 00:55:35.4450",3916,"Pearl St & Peck Slip",40.708485,-74.002751,376,"John St & William St",40.70862144,-74.00722156,37334,"Subscriber",2000,0
22319,"2020-03-01 00:50:42.2740","2020-03-01 07:02:41.5330",305,"E 58 St & 3 Ave",40.76095756,-73.96724467,3131,"E 68 St & 3 Ave",40.76712840349542,-73.96224617958069,32838,"Customer",1969,0
2438,"2020-03-01 00:50:45.0440","2020-03-01 01:31:23.3270",445,"E 10 St & Avenue A",40.72740794,-73.98142006,3571,"Bedford Ave & Bergen St",40.676368,-73.952918,38131,"Subscriber",1991,1
110,"2020-03-01 00:50:56.4840","2020-03-01 00:52:47.1030",3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,3156,"E 72 St & York Ave",40.76663814,-73.95348296,15001,"Subscriber",1996,2
255,"2020-03-01 00:51:04.4190","2020-03-01 00:55:20.2420",509,"9 Ave & W 22 St",40.7454973,-74.00197139,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,39762,"Subscriber",1961,1
15284,"2020-03-01 00:51:11.7070","2020-03-01 05:05:56.0260",3100,"Nassau Ave & Newell St",40.724812564400175,-73.94752621650696,3108,"Nassau Ave & Russell St",40.72557,-73.94434,41664,"Customer",1979,1
568,"2020-03-01 00:51:14.6360","2020-03-01 01:00:43.3470",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,3739,"Perry St & Greenwich Ave",40.735918,-74.000939,15520,"Subscriber",1993,1
532,"2020-03-01 00:51:18.1740","2020-03-01 01:00:10.3720",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,40793,"Subscriber",1993,1
282,"2020-03-01 00:51:29.9010","2020-03-01 00:56:12.7960",120,"Lexington Ave & Classon Ave",40.68676793,-73.95928168,3789,"Fulton St & Irving Pl",40.68186,-73.959432,30817,"Subscriber",1938,2
976,"2020-03-01 00:51:50.4420","2020-03-01 01:08:06.8690",3118,"McGuinness Blvd & Eagle St",40.73555,-73.95284,532,"S 5 Pl & S 5 St",40.710451,-73.960876,27909,"Subscriber",1987,2
978,"2020-03-01 00:51:54.8680","2020-03-01 01:08:13.6430",3118,"McGuinness Blvd & Eagle St",40.73555,-73.95284,532,"S 5 Pl & S 5 St",40.710451,-73.960876,28018,"Subscriber",1978,1
957,"2020-03-01 00:52:38.6160","2020-03-01 01:08:35.8900",3804,"Front St & Jay St",40.702461,-73.986842,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,38547,"Subscriber",1980,1
952,"2020-03-01 00:52:58.0760","2020-03-01 01:08:50.5760",3799,"6 Ave & W 34 St",40.74964,-73.98805,3918,"Avenue D & E 8 St",40.72387,-73.975767,38711,"Subscriber",1992,1
592,"2020-03-01 00:52:59.8140","2020-03-01 01:02:51.9240",468,"Broadway & W 56 St",40.7652654,-73.98192338,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,34925,"Subscriber",1960,1
973,"2020-03-01 00:53:08.1920","2020-03-01 01:09:21.8680",519,"Pershing Square North",40.751873,-73.977706,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,28541,"Subscriber",1993,1
442,"2020-03-01 00:53:14.6790","2020-03-01 01:00:36.7760",3362,"Madison Ave & E 82 St",40.7781314,-73.96069399,3226,"W 82 St & Central Park West",40.78275,-73.97137,18216,"Subscriber",1964,1
229,"2020-03-01 00:53:18.5360","2020-03-01 00:57:08.4700",437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759,3241,"Monroe St & Tompkins Ave",40.686203,-73.944694,40590,"Subscriber",1984,1
230,"2020-03-01 00:53:18.6900","2020-03-01 00:57:09.0930",437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759,3241,"Monroe St & Tompkins Ave",40.686203,-73.944694,41822,"Subscriber",1988,1
306,"2020-03-01 00:53:25.0510","2020-03-01 00:58:31.4250",157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,467,"Dean St & 4 Ave",40.68312489,-73.97895137,37706,"Subscriber",1984,1
1793,"2020-03-01 00:53:46.6170","2020-03-01 01:23:39.9810",3288,"E 88 St & 1 Ave",40.778301,-73.9488134,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,35714,"Subscriber",1983,1
377,"2020-03-01 00:53:48.8470","2020-03-01 01:00:06.3770",3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19360,"Subscriber",1979,1
198,"2020-03-01 00:54:01.2210","2020-03-01 00:57:19.4440",432,"E 7 St & Avenue A",40.72621788,-73.98379855,150,"E 2 St & Avenue C",40.7208736,-73.98085795,40740,"Subscriber",1985,1
530,"2020-03-01 00:54:10.1380","2020-03-01 01:03:01.0200",450,"W 49 St & 8 Ave",40.76227205,-73.98788205,505,"6 Ave & W 33 St",40.74901271,-73.98848395,41452,"Subscriber",1989,1
501,"2020-03-01 00:54:13.7630","2020-03-01 01:02:35.5090",529,"W 42 St & 8 Ave",40.7575699,-73.99098507,489,"10 Ave & W 28 St",40.75066386,-74.00176802,41400,"Subscriber",1974,1
435,"2020-03-01 00:54:21.9680","2020-03-01 01:01:37.8380",532,"S 5 Pl & S 5 St",40.710451,-73.960876,3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712,37078,"Subscriber",1993,1
204,"2020-03-01 00:54:40.8770","2020-03-01 00:58:05.6820",3826,"Moffat St & Bushwick",40.68458,-73.90925,3864,"Central Ave & Covert St",40.68929,-73.90951,38191,"Subscriber",1979,1
330,"2020-03-01 00:54:42.0070","2020-03-01 01:00:12.3840",3409,"Bergen St & Smith St",40.6867443,-73.99063168,3315,"Henry St & Degraw St",40.6847514,-73.99917254,39575,"Subscriber",1993,1
922,"2020-03-01 00:54:45.4120","2020-03-01 01:10:07.6130",3734,"E 58 St &  1 Ave (NW Corner)",40.759125,-73.962658,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,40627,"Subscriber",1976,1
127,"2020-03-01 00:54:46.8130","2020-03-01 00:56:54.1420",505,"6 Ave & W 33 St",40.74901271,-73.98848395,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,39203,"Subscriber",1983,1
760,"2020-03-01 00:54:53.6100","2020-03-01 01:07:34.4910",528,"2 Ave & E 31 St",40.74290902,-73.97706058,3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,39171,"Subscriber",1993,1
604,"2020-03-01 00:55:47.0720","2020-03-01 01:05:51.8370",528,"2 Ave & E 31 St",40.74290902,-73.97706058,3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,41860,"Subscriber",1992,1
1020,"2020-03-01 00:55:54.7450","2020-03-01 01:12:54.8180",223,"W 13 St & 7 Ave",40.73781509,-73.99994661,349,"Rivington St & Ridge St",40.71850211,-73.98329859,29994,"Subscriber",1991,2
313,"2020-03-01 00:56:20.5440","2020-03-01 01:01:34.4420",3689,"W 104 St & Amsterdam Ave",40.799041392882984,-73.96649479866028,3314,"W 95 St & Broadway",40.7937704,-73.971888,16081,"Subscriber",1954,1
496,"2020-03-01 00:56:24.9130","2020-03-01 01:04:41.1100",364,"Lafayette Ave & Classon Ave",40.68900443,-73.96023854,3578,"Park Pl & Franklin Ave",40.6741806,-73.9564947,40351,"Subscriber",1993,1
242,"2020-03-01 00:56:29.0850","2020-03-01 01:00:31.6470",3301,"Columbus Ave & W 95 St",40.7919557,-73.968087,3350,"W 100 St & Broadway",40.7973721,-73.97041192,18704,"Subscriber",1990,1
226,"2020-03-01 00:56:33.6790","2020-03-01 01:00:20.1640",383,"Greenwich Ave & Charles St",40.735238,-74.000271,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,27841,"Subscriber",1982,1
273,"2020-03-01 00:56:36.2580","2020-03-01 01:01:09.6000",3709,"W 15 St & 6 Ave",40.738046142482766,-73.99642959237099,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,37181,"Subscriber",1959,2
494,"2020-03-01 00:56:40.1620","2020-03-01 01:04:54.1780",157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,3342,"Pioneer St & Richards St",40.6777748,-74.0094613,28650,"Subscriber",1992,2
226,"2020-03-01 00:57:11.9590","2020-03-01 01:00:58.1270",3409,"Bergen St & Smith St",40.6867443,-73.99063168,3329,"Degraw St & Smith St",40.6829151,-73.99318208,20791,"Customer",1969,0
178,"2020-03-01 00:57:16.7140","2020-03-01 01:00:14.9640",3409,"Bergen St & Smith St",40.6867443,-73.99063168,3298,"Warren St & Court St",40.686371,-73.99383324,30041,"Subscriber",1998,1
336,"2020-03-01 00:57:24.1910","2020-03-01 01:03:00.7520",3409,"Bergen St & Smith St",40.6867443,-73.99063168,3412,"Pacific St & Nevins St",40.6853761,-73.98302136,29090,"Subscriber",1969,0
309,"2020-03-01 00:57:48.7750","2020-03-01 01:02:58.4070",342,"Columbia St & Rivington St",40.71739973,-73.98016555,307,"Canal St & Rutgers St",40.71427487,-73.98990025,34926,"Subscriber",1990,1
378,"2020-03-01 00:57:50.5180","2020-03-01 01:04:08.5890",3235,"E 41 St & Madison Ave",40.752165280621966,-73.97992193698882,464,"E 56 St & 3 Ave",40.75934501,-73.96759673,30678,"Subscriber",1995,1
